9999,"Hamburg Airways",\n,"HK",\n,"Germany","Y"
9999,"Thai AirAsia",\n,"XJ","AIQ","Thailand","Y"
9999,"AirAsia",\n,"D7","AXM","Malaysia","Y"
9999,"Air Cairo",\n,"SM","MSC","Egypt","Y"
9999,"Manta Air",\n,"NR","MAV","Maldives","Y"
9999,"Viva Aerobus",\n,"VB","VIV","Mexico","Y"
9999,"discover Airlines",\n,"4Y",\n,"Germany","Y"
9999,"Vueling",\n,"VY","VLG","Spain","Y"
